PatientID,cnn_emb_0,cnn_emb_1,cnn_emb_2,cnn_emb_3,cnn_emb_4,cnn_emb_5,cnn_emb_6,cnn_emb_7,cnn_emb_8,cnn_emb_9,cnn_emb_10,cnn_emb_11,cnn_emb_12,cnn_emb_13,cnn_emb_14,cnn_emb_15,cnn_emb_16,cnn_emb_17,cnn_emb_18,cnn_emb_19,cnn_emb_20,cnn_emb_21,cnn_emb_22,cnn_emb_23,cnn_emb_24,cnn_emb_25,cnn_emb_26,cnn_emb_27,cnn_emb_28,cnn_emb_29,cnn_emb_30,cnn_emb_31,cnn_emb_32,cnn_emb_33,cnn_emb_34,cnn_emb_35,cnn_emb_36,cnn_emb_37,cnn_emb_38,cnn_emb_39,cnn_emb_40,cnn_emb_41,cnn_emb_42,cnn_emb_43,cnn_emb_44,cnn_emb_45,cnn_emb_46,cnn_emb_47,cnn_emb_48,cnn_emb_49,cnn_emb_50,cnn_emb_51,cnn_emb_52,cnn_emb_53,cnn_emb_54,cnn_emb_55,cnn_emb_56,cnn_emb_57,cnn_emb_58,cnn_emb_59,cnn_emb_60,cnn_emb_61,cnn_emb_62,cnn_emb_63,cnn_emb_64,cnn_emb_65,cnn_emb_66,cnn_emb_67,cnn_emb_68,cnn_emb_69,cnn_emb_70,cnn_emb_71,cnn_emb_72,cnn_emb_73,cnn_emb_74,cnn_emb_75,cnn_emb_76,cnn_emb_77,cnn_emb_78,cnn_emb_79,cnn_emb_80,cnn_emb_81,cnn_emb_82,cnn_emb_83,cnn_emb_84,cnn_emb_85,cnn_emb_86,cnn_emb_87,cnn_emb_88,cnn_emb_89,cnn_emb_90,cnn_emb_91,cnn_emb_92,cnn_emb_93,cnn_emb_94,cnn_emb_95,cnn_emb_96,cnn_emb_97,cnn_emb_98,cnn_emb_99,cnn_emb_100,cnn_emb_101,cnn_emb_102,cnn_emb_103,cnn_emb_104,cnn_emb_105,cnn_emb_106,cnn_emb_107,cnn_emb_108,cnn_emb_109,cnn_emb_110,cnn_emb_111,cnn_emb_112,cnn_emb_113,cnn_emb_114,cnn_emb_115,cnn_emb_116,cnn_emb_117,cnn_emb_118,cnn_emb_119,cnn_emb_120,cnn_emb_121,cnn_emb_122,cnn_emb_123,cnn_emb_124,cnn_emb_125,cnn_emb_126,cnn_emb_127
006,0.019708897918462753,0.0,0.18977594375610352,0.0,0.10072750598192215,0.014009377919137478,0.12049651145935059,0.0,0.007480802480131388,0.09474978595972061,0.0,0.21296948194503784,0.03659184277057648,0.04604704678058624,0.00503665441647172,0.13147707283496857,0.08185825496912003,0.1306847333908081,0.3162292242050171,0.0,0.15089352428913116,0.0,0.6821087002754211,0.10126953572034836,0.1370178610086441,0.0,0.275699645280838,0.13113051652908325,0.2760870158672333,0.005386990029364824,0.0,0.31327515840530396,0.3132069408893585,0.10271670669317245,0.0,0.0,1.5369322299957275,0.20843778550624847,0.09272542595863342,0.07293509691953659,1.6656923294067383,0.0,0.14678294956684113,0.0,0.0,0.06388792395591736,0.0,0.0,0.3209091126918793,0.08858434855937958,0.0,0.004537144675850868,0.39276695251464844,0.013263557106256485,0.0311747919768095,0.0,0.12523622810840607,0.003850481240078807,0.0,0.036435436457395554,0.0,0.0,0.18652988970279694,0.0,0.0,0.0,0.12948065996170044,0.06736010313034058,0.10285452753305435,0.0,0.0,0.02364330366253853,0.0,0.0,0.0,0.0,0.02412828989326954,0.0,0.9847187399864197,0.09532772749662399,0.14684535562992096,0.0,0.0,0.06465306878089905,0.0740540400147438,0.06740401685237885,0.2656928300857544,0.03159308433532715,0.1616564393043518,0.00041509594302624464,0.004635564051568508,0.1990530788898468,0.0,0.06431008130311966,0.29217368364334106,0.11271873116493225,0.05628522112965584,0.32640397548675537,0.06856607645750046,0.04825476184487343,0.2001771330833435,0.0,0.05874643847346306,0.21832850575447083,0.02909538522362709,0.0,0.0,0.0,0.0,0.01032666489481926,0.0,0.014157303608953953,0.08079450577497482,0.038677193224430084,0.0,0.5054253935813904,0.0,0.012802671641111374,0.19180089235305786,3.144286893075332e-06,0.0,0.08501198142766953,0.10247877240180969,0.0,0.17726008594036102,0.0,0.0,0.004569068551063538
012,0.014322764240205288,0.0,0.1752714067697525,0.0,0.08288192003965378,0.015292329713702202,0.1362883746623993,0.0,0.01214586291462183,0.05432497709989548,0.0,0.23061002790927887,0.044297173619270325,0.041853006929159164,0.004737685434520245,0.08342458307743073,0.06633487343788147,0.13677869737148285,0.2871249318122864,0.0,0.1645299792289734,0.0,0.6729574799537659,0.0979451984167099,0.11399665474891663,0.0,0.2764418423175812,0.10976794362068176,0.24930885434150696,0.004833988379687071,0.0,0.2907201945781708,0.2762392461299896,0.12222395837306976,0.0,0.0,1.4520899057388306,0.20776867866516113,0.10877501964569092,0.07223864644765854,1.603284478187561,0.0,0.15229377150535583,0.0,0.0,0.038519635796546936,0.0,0.0,0.342924028635025,0.10930885374546051,0.0,0.005528728011995554,0.34618914127349854,0.0117412768304348,0.025916151702404022,0.0,0.11731007695198059,0.0032988700550049543,0.0,0.038420435041189194,0.0,0.0,0.15851207077503204,0.0,0.0,0.0,0.13293805718421936,0.06218016892671585,0.09416409581899643,0.0,0.0,0.023462951183319092,0.0,0.0,0.0,0.0,0.027993610128760338,1.4580776053207956e-07,0.9244341254234314,0.06484460830688477,0.11306712031364441,0.0,0.0,0.024353375658392906,0.05554474517703056,0.08454839885234833,0.19445842504501343,0.03147496283054352,0.1577749252319336,0.000356279662810266,0.0043740165419876575,0.14804863929748535,0.0,0.056976158171892166,0.2764979600906372,0.1175692230463028,0.05351985618472099,0.3164654076099396,0.051956500858068466,0.04939932003617287,0.19807614386081696,0.0,0.06370523571968079,0.22091911733150482,0.04259343072772026,0.0,0.0,0.0,0.0,0.010038483887910843,0.0,0.00752769922837615,0.07322415709495544,0.02197721041738987,0.0,0.46881580352783203,0.0,0.007584084291011095,0.17937098443508148,7.394686690531671e-05,0.0,0.09298746287822723,0.08602724224328995,0.0,0.1671064794063568,0.0,0.0,0.0028220403473824263
013,0.008339953608810902,0.0,0.26926103234291077,0.0,0.1041879951953888,0.012595034204423428,0.1641659140586853,0.0,0.0060901702381670475,0.0847402960062027,0.0,0.3126738667488098,0.03510984033346176,0.07653813064098358,0.004793895408511162,0.11753544956445694,0.1130777969956398,0.18049408495426178,0.28336966037750244,0.0,0.25651344656944275,0.0,0.7728118896484375,0.16371339559555054,0.1479504257440567,0.0,0.36534634232521057,0.12116740643978119,0.2684038281440735,0.00519436364993453,0.0,0.3540876507759094,0.38422828912734985,0.15426845848560333,0.0,0.0,1.843747854232788,0.3121706545352936,0.12678086757659912,0.0851767510175705,2.167781352996826,0.0,0.1953621208667755,0.0,0.0,0.05668561905622482,0.0,0.0,0.4494812786579132,0.11593489348888397,0.0,0.002296737628057599,0.4387848973274231,0.01305659580975771,0.042805418372154236,0.0,0.14726758003234863,0.0017834316240623593,0.0,0.04390370473265648,0.0,0.0,0.18393155932426453,0.0,0.0,0.0,0.14146210253238678,0.1289827823638916,0.15197521448135376,0.0,0.0,0.0224597305059433,0.0,0.0,0.0,0.0,0.024525584653019905,0.0,1.2709711790084839,0.09197916835546494,0.24112004041671753,0.0,0.0,0.08065681159496307,0.07939845323562622,0.10410138964653015,0.278047651052475,0.07696770876646042,0.21242022514343262,0.00013705775199923664,0.0048320721834897995,0.18546059727668762,0.0,0.07609732449054718,0.3040543496608734,0.17284923791885376,0.1349952518939972,0.4080488383769989,0.07650870084762573,0.055347830057144165,0.2342730462551117,0.0,0.10851718485355377,0.2524612843990326,0.04241031035780907,0.0,0.0,0.0,0.0,0.012140393257141113,0.0,0.013026962988078594,0.10616300255060196,0.038394853472709656,0.0,0.6521777510643005,0.0,0.04748384281992912,0.3082384169101715,0.0003165028465446085,0.0,0.09604420512914658,0.1891300529241562,0.00022601148521061987,0.2081633359193802,0.0,0.0,0.003703623078763485
014,0.009240778163075447,0.0,0.22379665076732635,0.0,0.08447340130805969,0.016184845939278603,0.15580064058303833,0.0,0.00708713149651885,0.05667605623602867,0.0,0.24229924380779266,0.03921099752187729,0.0385347381234169,0.0055023785680532455,0.11405818909406662,0.06700614094734192,0.12339731305837631,0.305978924036026,0.0,0.1895076483488083,0.0,0.7136858105659485,0.09661784768104553,0.11586272716522217,0.0,0.29317936301231384,0.10970736294984818,0.27983522415161133,0.0051128980703651905,0.0,0.3193831741809845,0.2723516523838043,0.09815216064453125,0.0,0.0,1.5670915842056274,0.2030709832906723,0.14240382611751556,0.08584115654230118,1.742519497871399,0.0,0.1467604637145996,0.0,0.0,0.047407303005456924,0.0,0.0,0.324745237827301,0.08652057498693466,0.0,0.0016970080323517323,0.3979584276676178,0.014581826515495777,0.0235558170825243,0.0,0.11999837309122086,0.0032447108533233404,0.0,0.04351004585623741,0.0,0.0,0.194169819355011,0.0,0.0,0.0,0.13198836147785187,0.06912540644407272,0.09993971139192581,0.0,0.0,0.02888372540473938,0.0,0.0,0.0,0.0,0.03649414703249931,0.0,1.0091632604599,0.0675024762749672,0.15982088446617126,0.0,0.0,0.03085171990096569,0.052566442638635635,0.0759505107998848,0.2078997939825058,0.035518620163202286,0.21294765174388885,0.00037626270204782486,0.002761924872174859,0.17053823173046112,0.0,0.07059419900178909,0.3202246129512787,0.12849223613739014,0.07207098603248596,0.370584636926651,0.0542788989841938,0.049134671688079834,0.19814278185367584,0.0,0.11406189203262329,0.2305622100830078,0.03721838817000389,0.0,0.0,0.0,0.0,0.010479013435542583,0.0,0.014599520713090897,0.09190633147954941,0.02484305389225483,0.0,0.5484105944633484,0.0,0.012626550160348415,0.22509907186031342,0.0001319338771281764,0.0,0.09539928287267685,0.1298123449087143,5.315113867254695e-06,0.17463000118732452,0.0,0.0,0.0015715862391516566
016,0.011573757976293564,0.0,0.31490492820739746,0.0,0.08402818441390991,0.013067304156720638,0.193876713514328,0.0,0.009356769733130932,0.06382951885461807,0.0,0.3675827085971832,0.04232693463563919,0.04129993915557861,0.0027285758405923843,0.11221907287836075,0.1045258492231369,0.14713288843631744,0.2774201035499573,0.0,0.30739784240722656,0.0,0.7332529425621033,0.12921670079231262,0.1359412521123886,0.0,0.25000429153442383,0.1135496124625206,0.24378591775894165,0.005498604848980904,0.0,0.3781362473964691,0.44492459297180176,0.12872420251369476,0.0,0.0,1.9109041690826416,0.3736969232559204,0.13135074079036713,0.06510614603757858,2.3265810012817383,0.0,0.2295716106891632,0.0,0.0,0.05111008137464523,0.0,0.0,0.4377487599849701,0.10346410423517227,0.0,0.005952117498964071,0.4692063331604004,0.01675715669989586,0.02884848415851593,0.0,0.12151321768760681,0.001374481013044715,0.0,0.04480324685573578,0.0,0.0,0.15708038210868835,0.0,0.0,0.0,0.1826585978269577,0.08490253984928131,0.12327203154563904,0.0,0.0,0.023509318009018898,0.0,0.0,0.0,1.8916161934612319e-06,0.02349734865128994,0.0,1.3606319427490234,0.048968877643346786,0.2344120591878891,0.0,0.0,0.059216588735580444,0.10412215441465378,0.08919042348861694,0.272097647190094,0.047869421541690826,0.2104332447052002,0.0,0.0037415451370179653,0.14134642481803894,0.0,0.0654696375131607,0.3225679099559784,0.19706684350967407,0.1322246789932251,0.4334385395050049,0.06810665130615234,0.05959385260939598,0.24679629504680634,0.0,0.0782131552696228,0.2604261636734009,0.0348464660346508,0.0,0.0,0.0,0.0,0.011624498292803764,0.0,0.014905123971402645,0.12076612561941147,0.02118297666311264,0.0,0.6887630224227905,0.0,0.026585746556520462,0.3505587875843048,0.0001501903316238895,0.0,0.1061282753944397,0.23107516765594482,0.0,0.19751733541488647,0.0,0.0,0.0034116606693714857
018,0.027023371309041977,0.0,0.22693580389022827,0.0,0.09875740110874176,0.011509157717227936,0.16349853575229645,0.0,0.02136036567389965,0.08832220733165741,0.0,0.258529931306839,0.04961465299129486,0.04409191757440567,0.005573160946369171,0.12651295959949493,0.09896354377269745,0.15853005647659302,0.35123106837272644,0.0,0.2354864627122879,0.0,0.8055511116981506,0.09994666278362274,0.14643855392932892,0.0,0.2874704897403717,0.13773693144321442,0.28758567571640015,0.00524332607164979,0.0,0.3667413890361786,0.42028266191482544,0.14723089337348938,0.0,0.0,1.8099277019500732,0.29556167125701904,0.11644823849201202,0.07493697106838226,2.0340981483459473,0.0,0.18886129558086395,0.0,0.0,0.06363806128501892,0.0,0.0,0.4245705008506775,0.11366553604602814,0.0,0.008468596264719963,0.4447363615036011,0.012227498926222324,0.020304547622799873,0.0,0.1462877094745636,0.0012346546864137053,0.0,0.03630515933036804,0.0,0.0,0.21198050677776337,0.0,0.0,0.0,0.1697254329919815,0.060768693685531616,0.09861981123685837,0.0,0.0,0.023454785346984863,0.0,0.0,0.0,0.0,0.025001229718327522,0.0,1.1980069875717163,0.08959846943616867,0.1558760553598404,0.0,0.0,0.0651819035410881,0.08899670839309692,0.08540002256631851,0.29542598128318787,0.03308047726750374,0.1870712786912918,0.0003650739381555468,0.005621674004942179,0.19993187487125397,0.0,0.07870756089687347,0.338864266872406,0.14221249520778656,0.07393912971019745,0.3649042546749115,0.0881611704826355,0.06167146563529968,0.25159651041030884,0.0,0.07270302623510361,0.24358095228672028,0.04341690614819527,0.0,0.0,0.0,0.0,0.006387854926288128,0.0,0.010060080327093601,0.08854638785123825,0.035745587199926376,0.0,0.576217770576477,0.0,0.016396772116422653,0.21797455847263336,0.0,0.0,0.11205757409334183,0.13957612216472626,0.0,0.21087753772735596,0.0,0.0,0.00466361828148365
020,0.025901976972818375,0.0,0.22489237785339355,0.0,0.08593462407588959,0.01691734604537487,0.18126143515110016,0.0,0.02419239468872547,0.06354646384716034,0.0,0.2776993215084076,0.057411257177591324,0.06847488135099411,0.002941651502624154,0.06253313273191452,0.10473664104938507,0.14587673544883728,0.283178448677063,0.0,0.24446682631969452,0.0,0.7900644540786743,0.12748084962368011,0.1269814670085907,0.0,0.30750805139541626,0.12240789830684662,0.26140904426574707,0.00682693300768733,0.0,0.3377712666988373,0.38811588287353516,0.14868272840976715,0.0,0.0,1.7458387613296509,0.28895410895347595,0.13137711584568024,0.0812450647354126,2.017803907394409,0.0,0.2278570681810379,0.0,0.0,0.043745946139097214,0.0,0.0,0.4190710186958313,0.12549948692321777,0.0,0.014360941015183926,0.43175506591796875,0.011125572957098484,0.044619109481573105,0.0,0.14435870945453644,0.0051328567788004875,0.0,0.04046519473195076,0.0,0.0,0.17173586785793304,0.0,0.0,0.0,0.1635163128376007,0.07313227653503418,0.10298601537942886,0.0,0.0,0.020840276032686234,0.0,0.0,0.0,0.0,0.01926531083881855,0.0,1.152580976486206,0.07098974287509918,0.1602799892425537,0.0,0.0,0.04335424304008484,0.10285744816064835,0.10634230822324753,0.23533593118190765,0.053179483860731125,0.18692190945148468,0.0003282201068941504,0.004121833946555853,0.13676901161670685,0.0,0.07638724148273468,0.30354756116867065,0.150628000497818,0.08959709107875824,0.35499170422554016,0.05841493979096413,0.07871343195438385,0.23615968227386475,0.0,0.0984349399805069,0.25450262427330017,0.036748964339494705,0.0,0.0,0.0,0.0,0.010982101783156395,0.0,0.014309952966868877,0.08194611966609955,0.030026113614439964,0.0,0.5377954840660095,0.0,0.02639688551425934,0.20112301409244537,0.00013622213737107813,0.0,0.11501409858465195,0.11995833367109299,0.0001772599498508498,0.19273559749126434,0.0,0.0,0.005046918522566557
023,0.010718553327023983,0.0,0.26516446471214294,0.0,0.10024277865886688,0.022196926176548004,0.1843307465314865,0.0,0.007850182242691517,0.0662362277507782,0.0,0.3261820673942566,0.04020819440484047,0.07716521620750427,0.00584921520203352,0.09471501410007477,0.11767984181642532,0.17052239179611206,0.2806648910045624,0.0,0.26135745644569397,0.0,0.8166257739067078,0.16975748538970947,0.14492464065551758,0.0,0.3761264979839325,0.11555410176515579,0.2893013656139374,0.0049971225671470165,0.0,0.3795470893383026,0.3876521587371826,0.15357844531536102,0.0,0.0,1.9125362634658813,0.30696988105773926,0.13864198327064514,0.07901307195425034,2.251879930496216,0.0,0.20469188690185547,0.0,0.0,0.052720487117767334,0.0,0.0,0.4461748003959656,0.10875802487134933,0.0,0.0027842700947076082,0.4721819758415222,0.01189327146857977,0.05217922106385231,0.0,0.1419653445482254,0.0021245116367936134,0.0,0.03872739523649216,0.0,0.0,0.17622601985931396,0.0,0.0,0.0,0.16843636333942413,0.12708193063735962,0.1436646282672882,0.0,0.0,0.02782670594751835,0.0,0.0,0.0,0.0,0.023816168308258057,0.0,1.324166178703308,0.07867038249969482,0.23140300810337067,0.0,0.0,0.07003949582576752,0.08125253021717072,0.1064479798078537,0.2595805823802948,0.08032137900590897,0.22038711607456207,0.0002150573127437383,0.003122118068858981,0.1685919165611267,0.0,0.08057952672243118,0.3308076858520508,0.17594043910503387,0.12993969023227692,0.43119099736213684,0.06411243230104446,0.06124776601791382,0.24771536886692047,0.0,0.1256473809480667,0.27912038564682007,0.03622952848672867,0.0,0.0,0.0,0.0,0.016128120943903923,0.0,0.01773275062441826,0.1208089292049408,0.034519508481025696,0.0,0.6615408658981323,0.0,0.056822195649147034,0.3012501299381256,0.00025586297851987183,0.0,0.09879881888628006,0.1780589371919632,0.00018003837612923235,0.20987968146800995,0.0,0.0,0.0032036229968070984
024,0.033198125660419464,0.0,0.2228664755821228,0.0,0.0817514955997467,0.013739556074142456,0.16036972403526306,0.0,0.019380558282136917,0.05615846440196037,0.0,0.26048657298088074,0.04769366607069969,0.045585595071315765,0.002456941641867161,0.17208442091941833,0.11146990209817886,0.11045490205287933,0.3118823170661926,0.0,0.21223701536655426,0.0,0.7604775428771973,0.0981188639998436,0.13588325679302216,0.0,0.2127939909696579,0.13800209760665894,0.18614307045936584,0.0025597596541047096,0.0,0.33237457275390625,0.4437347948551178,0.12940508127212524,0.0,0.0,1.7956223487854004,0.2921402156352997,0.09654325246810913,0.06402449309825897,2.076803684234619,0.0,0.1610107570886612,0.0,0.0,0.05675465613603592,0.0,0.0,0.391708105802536,0.08495078235864639,0.0,0.014355234801769257,0.5273398756980896,0.013581952080130577,0.04761543124914169,0.0,0.12758088111877441,0.002091656206175685,0.0,0.041059087961912155,0.0,0.0,0.18927276134490967,0.0,0.0,0.0,0.17994201183319092,0.054995931684970856,0.06680602580308914,0.0,0.0,0.0212339386343956,0.0,0.0,0.0,0.0,0.023151902481913567,0.0,1.228034496307373,0.05163175240159035,0.1492583453655243,0.0,0.0,0.020222550258040428,0.12252985686063766,0.06412310898303986,0.3320035934448242,0.04409997537732124,0.16062100231647491,0.0003150535630993545,0.005397680215537548,0.23594824969768524,0.0,0.06643938273191452,0.33454880118370056,0.140770822763443,0.06616473197937012,0.3553355932235718,0.09644060581922531,0.07636381685733795,0.20138077437877655,0.0,0.06364326924085617,0.2026435136795044,0.019924122840166092,0.0,0.0,0.0,0.0,0.005722982808947563,0.0,0.025361325591802597,0.08943313360214233,0.05470788851380348,0.0,0.5706525444984436,0.0,0.0222710520029068,0.214810311794281,0.0,0.0,0.0882527232170105,0.1476738601922989,0.0,0.18690073490142822,0.0,0.0,0.003745635040104389
025,0.018122276291251183,0.0,0.25599372386932373,0.0,0.08605442941188812,0.013527892529964447,0.19256961345672607,0.0,0.018707098439335823,0.052482765167951584,0.0,0.3298657238483429,0.04709668830037117,0.07515300810337067,0.0029810697305947542,0.07202309370040894,0.12805993854999542,0.16655562818050385,0.26961544156074524,0.0,0.30352768301963806,0.0,0.8216049075126648,0.16035908460617065,0.14431683719158173,0.0,0.3474786579608917,0.13036730885505676,0.26224181056022644,0.004810780752450228,0.0,0.37834444642066956,0.4326469898223877,0.18124638497829437,0.0,0.0,1.926188588142395,0.3564203381538391,0.12747333943843842,0.06750078499317169,2.3062186241149902,0.0,0.2267952561378479,0.0,0.0,0.047092024236917496,0.0,0.0,0.4857858717441559,0.13869452476501465,0.0,0.007898911833763123,0.46224015951156616,0.013755413703620434,0.05009222775697708,0.0,0.14480634033679962,0.0009822187712416053,0.0,0.03646386042237282,0.0,0.0,0.16595621407032013,0.0,0.0,0.0,0.1834709346294403,0.11595690250396729,0.13490180671215057,0.0,0.0,0.02133428491652012,0.0,0.0,0.0,0.0,0.02466336451470852,0.0,1.3313214778900146,0.06423729658126831,0.2109665870666504,0.0,0.0,0.061294008046388626,0.09776770323514938,0.11656180769205093,0.25463199615478516,0.07517627626657486,0.2071441113948822,0.00017284009663853794,0.005354751367121935,0.15063372254371643,0.0,0.07546689361333847,0.3214210569858551,0.18226954340934753,0.1251518875360489,0.4165708124637604,0.0716891661286354,0.07734068483114243,0.2589927613735199,0.0,0.11221066117286682,0.2756975293159485,0.043399520218372345,0.0,0.0,0.0,0.0,0.010792367160320282,0.0,0.011587030254304409,0.10660633444786072,0.029184766113758087,0.0,0.6431342363357544,0.0,0.04837806895375252,0.29345303773880005,3.4327342291362584e-05,0.0,0.11539759486913681,0.17386022210121155,0.0002820709196384996,0.21892161667346954,0.0,0.0,0.0036406463477760553
